Institution Name,Branch Name,Established Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits
JPMorgan Chase Bank,40th and Lexington Branch,06/24/2002,355 Lexington Avenue,New York City,New York,NY,10017,40.75016,-73.97691,33733.0,43287.0,50991.0,62047.0
JPMorgan Chase Bank,Grand Meekman Banking Center Branch,12/29/2005,900 1st Avenue,New York City,New York,NY,10022,40.754490000000004,-73.96561,54055.0,60690.0,63551.0,77433.0
JPMorgan Chase Bank,Ramona Branch,11/01/1934,1467 Main Street,Ramona,San Diego,CA,92065,33.03783,-116.87618,139991.0,137916.0,143890.0,145922.0
JPMorgan Chase Bank,Preston and Spring Creek Branch,08/22/2002,5900 Preston Road,Plano,Collin,TX,75093,33.054390000000005,-96.79451999999999,35473.0,41359.0,46511.0,54008.0
JPMorgan Chase Bank,Hebron Parkway and Josey Branch,09/29/1997,1801 Hebron Parkway East,Carrollton,Denton,TX,75010,33.02022,-96.94238,34771.0,41003.0,48350.0,53154.0
JPMorgan Chase Bank,Hazel Dell Branch,01/01/1920,200 N E 78th Street,Vancouver,Clark,WA,98665,45.68184,-122.65343999999999,84222.0,84934.0,89001.0,87365.0
JPMorgan Chase Bank,Stockbridge Village Branch,09/25/2008,3604 Se Hwy 138,Stockbridge,Clayton,GA,30281,33.55173,-84.27316,10508.0,10819.0,13833.0,15854.0
JPMorgan Chase Bank,Wright-Dunbar Branch,01/24/1990,1158 West Third Street,Dayton,Montgomery,OH,45402,39.75592,-84.21375,15744.0,14637.0,16193.0,17438.0
JPMorgan Chase Bank,Corona - 99th Street Branch,09/03/2002,5702 99th Street,Corona,Queens,NY,11368,40.73771,-73.85973,17293.0,19515.0,23314.0,28680.0
JPMorgan Chase Bank,Hollywood Branch,01/01/1892,4333 N E Sandy Blvd,Portland,Multnomah,OR,97213,45.53778,-122.59965,74298.0,74550.0,72317.0,73566.0
JPMorgan Chase Bank,Spring Mill and 161st Branch,11/21/2006,250 West 161st Street,Westfield,Hamilton,IN,46074,40.021190000000004,-86.16216,17369.0,22891.0,27297.0,31267.0
JPMorgan Chase Bank,Bee Cave & Highway 71 Bkg. Ctr. Branch,11/22/2005,12713 Shops Parkway,Bee Cave,Travis,TX,78738,30.304709999999996,-97.93964,33624.0,37993.0,40926.0,53542.0
JPMorgan Chase Bank,Forest Hills 71st Ave Branch,01/02/1922,107-36 71st Avenue,Forest Hills,Queens,NY,11375,40.72118,-73.8441,369462.0,377148.0,398091.0,436707.0
JPMorgan Chase Bank,Spotswood Englishtown Rd Branch,01/01/1919,365 Spotswood-Englishtown Road (Monroe),Monroe,Middlesex,NJ,8831,40.37446,-74.38875999999999,61507.0,61080.0,55564.0,58511.0
JPMorgan Chase Bank,West Harlem Branch,11/13/2006,350 West 125th Street,New York City,New York,NY,10027,40.8109,-73.9529,19187.0,21509.0,24231.0,27627.0
JPMorgan Chase Bank,Ventura Road and Doris Branch,09/23/1996,860 North Ventura Road,Oxnard,Ventura,CA,93030,34.21082,-119.19451000000001,73035.0,72968.0,76114.0,71952.0
JPMorgan Chase Bank,Streamwood Route 59 Banking Center Branch,03/17/2005,1011 South Sutton Road,Streamwood,Cook,IL,60107,42.02309,-88.20283,33971.0,39225.0,48399.0,58692.0
JPMorgan Chase Bank,Oaklawn & Wycliff Banking Center Branch,04/02/2007,4236 Wycliff Avenue,Dallas,Dallas,TX,75219,32.81966,-96.80275,293534.0,285505.0,378674.0,440034.0
JPMorgan Chase Bank,Riverstone Plaza Branch,05/13/2002,"1453 Riverstone Pkwy, Suite 100",Canton,Cherokee,GA,30114,34.252309999999994,-84.4715,14488.0,14211.0,16540.0,20561.0
JPMorgan Chase Bank,"Washington, D.C. Branch",04/01/2003,800 Connecticut Avenue,Washington,District of Columbia,DC,20006,38.900240000000004,-77.03806999999999,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Tweedy Blvd Branch,01/01/1926,4240 Tweedy Boulevard,South Gate,Los Angeles,CA,90280,33.94324,-118.1968,78481.0,78290.0,83513.0,85503.0
JPMorgan Chase Bank,Arcadian Shopping Center Branch,01/26/2004,214 S Highland Avenue,Ossining,Westchester,NY,10562,41.14395,-73.86113,23654.0,26388.0,26797.0,27168.0
JPMorgan Chase Bank,Middletown Branch,01/24/1934,135 North Street,Middletown,Orange,NY,10940,41.449740000000006,-74.41783000000001,29696.0,29666.0,31843.0,35524.0
JPMorgan Chase Bank,Phoenix Branch,01/01/2006,"8501 N. Scottsdale Road, Suite 240",Scottsdale,Maricopa,AZ,85253,33.56109,-111.92596,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Chester and East Main Street Branch,09/28/1939,44 Main Street,Chester,Morris,NJ,7930,40.78477,-74.69655,26268.0,31186.0,33414.0,37989.0
JPMorgan Chase Bank,Pico-Doheny Branch,01/01/1889,9080 Pico Boulevard,Los Angeles,Los Angeles,CA,90035,34.05526,-118.38967,109874.0,119928.0,126150.0,138362.0
JPMorgan Chase Bank,Havemeyer and Broadway Branch,04/28/1922,225 Havemeyer Street,Brooklyn,Kings,NY,11211,40.70909,-73.95906,182139.0,212658.0,247696.0,282110.0
JPMorgan Chase Bank,Loveland Madeira Branch,09/02/1958,513 Loveland-Madeira Road,Loveland,Hamilton,OH,45140,39.2653,-84.26709,34558.0,36353.0,39793.0,39791.0
JPMorgan Chase Bank,Mount Freedom Sussex Branch,10/14/1969,1199 Sussex Turnpike,Randolph,Morris,NJ,7869,40.82662,-74.57361,103145.0,111288.0,129634.0,147331.0
JPMorgan Chase Bank,Lower Buckeye and 99th Ave Branch,12/01/2006,2715 99th Avenue,Tolleson,Maricopa,AZ,85353,33.41684,-112.27296000000001,6400.0,7326.0,11206.0,11582.0
JPMorgan Chase Bank,Kings Highway Branch,09/22/1930,1663 East 17th Street,Brooklyn,Kings,NY,11229,40.609190000000005,-73.95643000000001,148665.0,149714.0,152949.0,176143.0
JPMorgan Chase Bank,Manor Road Branch,08/06/2007,754 Manor Road,Staten Island,Richmond,NY,10314,40.60856,-74.12119,14527.0,21735.0,26574.0,39061.0
JPMorgan Chase Bank,South Centerville Branch,06/14/1978,869 South Main Street,Centerville,Montgomery,OH,45458,39.61488,-84.16024,59627.0,55652.0,63865.0,72093.0
JPMorgan Chase Bank,North Loop Branch,05/22/1954,1421 North Loop West,Houston,Harris,TX,77008,29.81226,-95.42538,94398.0,102575.0,102742.0,112741.0
JPMorgan Chase Bank,Woodland Park Branch,04/19/1991,989 Mcbride Avenue,Woodland Park,Passaic,NJ,7424,40.893240000000006,-74.20535,60945.0,56230.0,64030.0,69223.0
JPMorgan Chase Bank,Farmington Branch,07/23/1962,23309 Farmington Road,Farmington,Oakland,MI,48336,42.46267,-83.37634,155355.0,164331.0,181053.0,202912.0
JPMorgan Chase Bank,Drive-In Branch,07/20/1989,312 West Woodard,Denison,Grayson,TX,75020,33.75633,-96.53864,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Hillside Branch,06/30/1986,6310 East Mockingbird Lane,Dallas,Dallas,TX,75214,32.83644,-96.75454,109649.0,190243.0,197969.0,218564.0
JPMorgan Chase Bank,Rogers Park Branch,06/01/1934,7015 North Western Avenue,Chicago,Cook,IL,60645,42.00926,-87.69006,184714.0,189296.0,208394.0,224278.0
JPMorgan Chase Bank,Four Points Bkg. Ctr. Branch,09/27/2006,8111 North Fm 620 Road,Austin,Travis,TX,78726,30.417170000000002,-97.84709000000001,12456.0,16943.0,29326.0,29470.0
JPMorgan Chase Bank,Illinois & Westfield Branch,08/03/1956,5635 North Illinois Street,Indianapolis,Marion,IN,46208,39.85523,-86.15951,63792.0,63953.0,67639.0,84116.0
JPMorgan Chase Bank,Noroton Heights Banking Ctr Branch,12/16/2009,165 Noroton Avenue,Darien,Fairfield,CT,6820,41.06962,-73.49136,11497.0,30110.0,38286.0,47355.0
JPMorgan Chase Bank,Seaford Branch,05/26/1958,3875 Merrick Road,Seaford,Nassau,NY,11783,40.665890000000005,-73.48901,166917.0,161700.0,165219.0,178338.0
JPMorgan Chase Bank,Idaho Falls Fred Meyer Branch,03/06/1997,"1555 Northgate Mile, Suite A",Idaho Falls,Bonneville,ID,83401,43.51032,-112.0177,15545.0,15348.0,14847.0,14980.0
JPMorgan Chase Bank,Barberton Branch,04/15/1971,444 E Robinson Avenue,Barberton,Summit,OH,44203,41.01038,-81.58941,61596.0,63610.0,68020.0,69752.0
JPMorgan Chase Bank,Great Lakes Mall Branch,07/01/1957,7979 Mentor Avenue,Mentor,Lake,OH,44060,41.662690000000005,-81.35485,51954.0,53290.0,60950.0,63278.0
JPMorgan Chase Bank,Sherwood Branch,06/10/1996,16100 Southwest Tualatin-Sherwood Rd,Sherwood,Washington,OR,97140,45.36925,-122.84233,42768.0,46205.0,50213.0,52009.0
JPMorgan Chase Bank,Park Avenue and 55th St Branch,10/14/1959,410 Park Avenue,New York City,New York,NY,10022,40.76015,-73.97195,971550.0,1005780.0,1008528.0,1012473.0
JPMorgan Chase Bank,Higley and Chandler Heights Banking Ctr. Branch,04/19/2006,6315 South Higley Road,Gilbert,Maricopa,AZ,85298,33.235459999999996,-111.72048000000001,14633.0,22487.0,28705.0,37508.0
JPMorgan Chase Bank,Ingram Branch,01/01/1974,6000 Ingram Road,San Antonio,Bexar,TX,78238,29.466279999999998,-98.60258,11509.0,12425.0,13225.0,15518.0
JPMorgan Chase Bank,Woodbury Rd and W Gate Branch,09/28/1961,404 Woodbury Road,Plainview,Nassau,NY,11803,40.78346,-73.50219,183692.0,195313.0,199066.0,224193.0
JPMorgan Chase Bank,57th & First Avenue Branch,08/12/2002,360 E. 57th Street,New York City,New York,NY,10022,40.758590000000005,-73.96375,27011.0,32196.0,84573.0,91360.0
JPMorgan Chase Bank,Smith Haven Branch,06/01/1972,2001 Nesconset-Port Jefferson Hwy.,Lake Grove,Suffolk,NY,11755,40.8677,-73.13353000000001,128512.0,123525.0,127606.0,134979.0
JPMorgan Chase Bank,Deer Park Ave Branch,03/01/1952,1948 Deer Park Avenue,Deer Park,Suffolk,NY,11729,40.76406,-73.33041999999999,58378.0,72877.0,79600.0,87643.0
JPMorgan Chase Bank,Fullerton and Wood Banking Center Branch,08/02/2004,1757 West Fullerton,Chicago,Cook,IL,60614,41.92501,-87.67194,24555.0,28101.0,32894.0,37698.0
JPMorgan Chase Bank,Lynnwood Branch,04/08/1996,"4615 196th Avenue, S.W. Suite 105",Lynnwood,Snohomish,WA,98036,47.81108,-122.26021999999999,22869.0,24146.0,26376.0,27809.0
JPMorgan Chase Bank,Carefree & 1-17 Banking Ctr Branch,12/31/2007,34630 North Valley Parkway,Phoenix,Maricopa,AZ,85086,33.79971,-112.12945,15776.0,20624.0,31624.0,39330.0
JPMorgan Chase Bank,Tara Branch,02/02/1976,8578 Goodwood Boulevard,Baton Rouge,East Baton Rouge,LA,70806,30.44265,-91.0951,39674.0,44468.0,46428.0,49912.0
JPMorgan Chase Bank,Akron Square Branch,12/20/1971,1615 South Arlington Street,Akron,Summit,OH,44306,41.028659999999995,-81.49141999999999,540208.0,600551.0,565156.0,555304.0
JPMorgan Chase Bank,Mcallen South Mills Bnkg Ctr Branch,12/10/2009,920 South Jackson Road,Mcallen,Hidalgo,TX,78503,26.189510000000002,-98.20579000000001,2689.0,9075.0,16809.0,23063.0
JPMorgan Chase Bank,Stadium Corners Branch,11/13/2007,19870 NW 27th Avenue,Miami Gardens,Miami-Dade,FL,33056,25.95506,-80.24613000000001,7492.0,9471.0,11363.0,12831.0
JPMorgan Chase Bank,Pompano Beach Branch,06/30/1988,2401 E. Atlantic Boulevard,Pompano Beach,Broward,FL,33062,26.2319,-80.09994,49400.0,52614.0,61805.0,76042.0
JPMorgan Chase Bank,Glendale Main Branch,01/01/1899,7003 North 57th Drive,Glendale,Maricopa,AZ,85301,33.53922,-112.18236999999999,62170.0,64008.0,63265.0,67601.0
JPMorgan Chase Bank,Rosedale Branch,11/05/1962,1214 Mamaroneck Avenue,White Plains,Westchester,NY,10605,40.99222,-73.74618000000001,95960.0,109729.0,104405.0,115799.0
JPMorgan Chase Bank,Greenspoint Branch,05/15/1970,12450 Greenspoint Drive,Houston,Harris,TX,77060,29.9796,-95.34602,139150.0,118793.0,136109.0,162437.0
JPMorgan Chase Bank,Huntley Banking Center Branch,12/10/2003,12130 Princeton Drive,Huntley,Kane,IL,60142,42.152029999999996,-88.43432,58949.0,64374.0,71029.0,80279.0
JPMorgan Chase Bank,Canal St and Baxter Branch,11/23/1977,221 Canal Street,New York City,New York,NY,10013,40.71747,-73.99908,111511.0,122137.0,137706.0,173488.0
JPMorgan Chase Bank,Pinewood Branch,06/30/1988,6350 Lantana Road,Lake Worth,Palm Beach,FL,33463,26.58953,-80.14643000000001,81296.0,80792.0,87792.0,102620.0
JPMorgan Chase Bank,Saw Mill River Road Branch,04/24/1954,270 Saw Mill River Road,Yonkers,Westchester,NY,10701,40.94631,-73.87751,34783.0,38008.0,37260.0,39330.0
JPMorgan Chase Bank,New Dorp Branch,07/05/1950,200 New Dorp Lane,Staten Island,Richmond,NY,10306,40.572990000000004,-74.11458,184754.0,169675.0,184606.0,198685.0
JPMorgan Chase Bank,Casa Grande Branch,07/12/1976,1201 East Florence Boulevard,Casa Grande,Pinal,AZ,85122,32.87955,-111.73523,133102.0,132647.0,147866.0,147189.0
JPMorgan Chase Bank,Cornerstone Branch,01/01/1889,4081 Fm 1960 West,Houston,Harris,TX,77068,29.99326,-95.48859,97745.0,97994.0,106087.0,114452.0
JPMorgan Chase Bank,College Drive Albertsons Branch,03/25/1992,2950 College Drive,Baton Rouge,East Baton Rouge,LA,70808,30.4207,-91.14066,22559.0,23482.0,25470.0,26993.0
JPMorgan Chase Bank,Broadway and 79th Street Branch,10/01/1969,2219 Broadway,New York City,New York,NY,10024,40.7839,-73.98015,395943.0,412710.0,489051.0,516803.0
JPMorgan Chase Bank,O'neal Lane Branch,03/31/1980,1312 O'neal Lane,Baton Rouge,East Baton Rouge,LA,70816,30.45079,-91.00799,21312.0,22450.0,23213.0,25866.0
JPMorgan Chase Bank,Mentor Shore Branch,03/01/1963,6081 Andrews Road,Mentor-On-The-Lake,Lake,OH,44060,41.70613,-81.3613,54967.0,56517.0,61749.0,64887.0
JPMorgan Chase Bank,LA Gran Branch,11/13/2006,"4200 Southwest Freeway (I-35w), Suite 1",Fort Worth,Tarrant,TX,76115,32.67621,-97.33059,5564.0,7970.0,12519.0,15041.0
JPMorgan Chase Bank,Biddle Eureka Branch,11/20/1871,3200 Biddle Avenue,Wyandotte,Wayne,MI,48192,42.201,-83.15033000000001,70274.0,69915.0,75746.0,76375.0
JPMorgan Chase Bank,New York North Branch,02/15/1958,333 Route 303,Orangeburg,Rockland,NY,10962,41.04667,-73.94521999999999,121750.0,131683.0,178281.0,165874.0
JPMorgan Chase Bank,Court Wall Drive-Up Branch,01/04/1971,601 Wall Street,Jeffersonville,Clark,IN,47130,38.27568,-85.7417,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Montclair - Private Banking Branch,07/01/1997,483 Bloomfield Avenue,Montclair,Essex,NJ,7042,40.81432,-74.21802,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Michigan Road and 106th Branch,08/12/2004,10495 North Michigan Road,Carmel,Hamilton,IN,46032,39.93828,-86.23554,38764.0,50014.0,54794.0,70782.0
JPMorgan Chase Bank,Renaissance Center Lobby Branch,08/29/1977,100 Renaissance Center - Suite 2104,Detroit,Wayne,MI,48243,42.32987,-83.04119,33900.0,35208.0,38214.0,41856.0
JPMorgan Chase Bank,Lapeer Branch,04/09/1980,1643 North Lapeer Road,Lapeer,Lapeer,MI,48446,43.06912,-83.31858000000001,72924.0,75679.0,81472.0,85138.0
JPMorgan Chase Bank,New City Branch,12/27/1973,102 South Main Street,New City,Rockland,NY,10956,41.143840000000004,-73.99008,90135.0,83165.0,86344.0,87117.0
JPMorgan Chase Bank,Somerset Easton Ave Branch,01/01/1919,940 Easton Avenue,Somerset,Somerset,NJ,8873,40.51317,-74.4861,72992.0,73492.0,81138.0,88810.0
JPMorgan Chase Bank,Marbach Branch,01/01/1974,8306 Marbach,San Antonio,Bexar,TX,78227,29.41784,-98.655,14250.0,13556.0,14514.0,17563.0
JPMorgan Chase Bank,Marrero Banking Center Branch,01/05/2004,4100 Lapalco Boulevard,Marrero,Jefferson,LA,70072,29.82429,-90.1284,52504.0,52266.0,51488.0,61002.0
JPMorgan Chase Bank,Hampton Rt 206 Branch,09/21/1968,120 Hampton House Road,Newton,Sussex,NJ,7860,41.090090000000004,-74.73088,33317.0,40516.0,43199.0,45019.0
JPMorgan Chase Bank,Bensenville-Main Branch,03/09/1998,123 West Main Street,Bensenville,DuPage,IL,60106,41.95731,-87.94192,73805.0,76690.0,85854.0,95029.0
JPMorgan Chase Bank,Oakland 20th St Branch,01/01/1919,350 - 20th Street,Oakland,Alameda,CA,94612,37.808479999999996,-122.26605,74247.0,64041.0,67737.0,71811.0
JPMorgan Chase Bank,I-10 East Banking Center Branch,12/09/2003,13706 East Freeway,Houston,Harris,TX,77015,29.7702,-95.1808,20317.0,24233.0,29267.0,34764.0
JPMorgan Chase Bank,Frederick Douglass Boulevard Branch,12/27/2007,2195 Frederick Douglas Boulevard,New York City,New York,NY,10026,40.80599,-73.95430999999999,15848.0,16989.0,21264.0,31802.0
JPMorgan Chase Bank,Congress Branch,07/01/1981,3930 Congress Street,Lafayette,Lafayette,LA,70506,30.19874,-92.06935,54307.0,60617.0,72724.0,80749.0
JPMorgan Chase Bank,University Place Branch,03/15/2000,6305 Bridgeport Way W. Ste. A,University Place,Pierce,WA,98467,47.19937,-122.5278,15674.0,17346.0,19036.0,19348.0
JPMorgan Chase Bank,Watauga Branch,09/09/2002,"8448 Denton Highway, Ste.",Watauga,Tarrant,TX,76148,32.8945,-97.25867,29100.0,31816.0,36952.0,42041.0
JPMorgan Chase Bank,Inkster Branch,01/19/1949,27020 Michigan Avenue,Inkster,Wayne,MI,48141,42.29424,-83.31056,27873.0,29126.0,28617.0,28631.0
JPMorgan Chase Bank,Claremont Branch,10/01/1979,1353 Claremont Avenue,Ashland,Ashland,OH,44805,40.855740000000004,-82.33352,18691.0,19634.0,21570.0,26684.0
JPMorgan Chase Bank,Merchants Square Branch,07/15/2002,7145 Highway 85,Riverdale,Clayton,GA,30274,33.55915,-84.41401,11992.0,16122.0,20293.0,21294.0
JPMorgan Chase Bank,N. Territorial Sheldon Branch,08/01/1966,235 North Sheldon Road,Plymouth,Wayne,MI,48170,42.37385,-83.48043,182613.0,197101.0,208629.0,236853.0
JPMorgan Chase Bank,Fort Hamilton Pkwy and 65th St Branch,01/22/2009,6501 Ft Hamilton Pkwy,Brooklyn,Kings,NY,11219,40.630559999999996,-74.00916,13335.0,23868.0,39009.0,57773.0
JPMorgan Chase Bank,Baytown Branch,01/01/1927,1505 North Alexander Drive,Baytown,Harris,TX,77520,29.73917,-94.9543,49478.0,50136.0,48272.0,49699.0
JPMorgan Chase Bank,Long Beach Plaza Branch,01/01/1919,6300 E Spring Street,Long Beach,Los Angeles,CA,90815,33.81042,-118.10902,200237.0,200508.0,205283.0,213235.0
JPMorgan Chase Bank,Hempstead Branch,01/01/1889,49 North Franklin Street,Hempstead,Nassau,NY,11550,40.707159999999995,-73.62683,41147.0,41873.0,43346.0,48622.0
JPMorgan Chase Bank,Se 2nd Street Branch,12/01/1933,150 S.E. 2nd Street,Miami,Miami-Dade,FL,33131,25.77253,-80.191,115648.0,121716.0,467393.0,584055.0
JPMorgan Chase Bank,Jessamine County Branch,02/11/1995,100 Rebel Road,Nicholasville,Jessamine,KY,40356,37.86735,-84.57939,16603.0,16559.0,19914.0,20583.0
JPMorgan Chase Bank,Gold Dome Branch,05/14/1990,3120 Sw Freeway,Houston,Harris,TX,77098,29.73065,-95.42605,105937.0,108873.0,114230.0,126047.0
JPMorgan Chase Bank,Midway Banking Center Branch,11/17/2005,800 Hewitt Drive,Waco,McLennan,TX,76712,31.490820000000003,-97.21393,217790.0,43175.0,25467.0,27311.0
JPMorgan Chase Bank,Melrose Branch,11/21/1949,360 East 149th Street,Bronx,Bronx,NY,10455,40.81641,-73.91896,143362.0,139353.0,138835.0,142950.0
JPMorgan Chase Bank,Walsh Tarlton Branch,01/02/1981,3267 Bee Cave Road,Austin,Travis,TX,78746,30.274520000000003,-97.80068,118809.0,134071.0,158489.0,168271.0
JPMorgan Chase Bank,El Monte Branch,05/05/1965,11001 East Valley Mall,El Monte,Los Angeles,CA,91731,34.07383,-118.0352,86525.0,89577.0,101609.0,107681.0
JPMorgan Chase Bank,2nd and Capitol Branch,08/20/1920,210 West Capitol Drive,Milwaukee,Milwaukee,WI,53212,43.0894,-87.91278,37391.0,39120.0,41807.0,47657.0
JPMorgan Chase Bank,NW Expressway and Portland Branch,02/10/1977,6303 N. Portland Avenue,Oklahoma City,Oklahoma,OK,73112,35.535109999999996,-97.58344,82978.0,75579.0,81320.0,87954.0
JPMorgan Chase Bank,Madison and 64th St Branch,03/15/2007,726 Madison Ave,New York City,New York,NY,10065,40.76658,-73.96921999999999,35525.0,35423.0,31501.0,32142.0
JPMorgan Chase Bank,Westchester Square Branch,06/29/1959,2725 East Tremont Avenue,Bronx,Bronx,NY,10461,40.84239,-73.84501,155289.0,157396.0,161177.0,169839.0
JPMorgan Chase Bank,Route 59 & Brookdale Banking Center Branch,09/18/2008,1396 N Sr 59,Naperville,DuPage,IL,60563,41.78931,-88.17056,15603.0,22893.0,31656.0,37297.0
JPMorgan Chase Bank,Sharyland Branch,06/27/2006,207 S Shary Rd,Mission,Hidalgo,TX,78572,26.20244,-98.28721,21823.0,27101.0,37322.0,48264.0
JPMorgan Chase Bank,Lacey Branch,06/08/1992,"808 Sleater-Kinney Road, Southeast",Lacey,Thurston,WA,98503,47.04007,-122.83365,45155.0,44241.0,45021.0,45281.0
JPMorgan Chase Bank,Lakewood Branch,06/15/1987,75 East Kennedy Boulevard,Lakewood,Ocean,NJ,8701,40.10688,-74.21776,38073.0,42567.0,54875.0,72687.0
JPMorgan Chase Bank,Mill and Garden Branch,12/09/1977,Mill and Garden Streets,Poughkeepsie,Dutchess,NY,12601,41.70496,-73.92642,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Shadeland Avenue Branch,12/02/1959,3030 North Shadeland Avenue,Indianapolis,Marion,IN,46226,39.81198,-86.04571999999999,17320.0,17915.0,19110.0,19061.0
JPMorgan Chase Bank,Elmsford Branch,05/13/1967,324 Saw Mill River Road,Elmsford,Westchester,NY,10523,41.065509999999996,-73.81447,69960.0,82378.0,75417.0,100752.0
JPMorgan Chase Bank,Bethpage Branch,09/07/1960,365 Broadway,Bethpage,Nassau,NY,11714,40.743,-73.4796,72223.0,70021.0,69044.0,76328.0
JPMorgan Chase Bank,West End Atlanta Branch,09/25/2008,876 Ralph David Abernathy Blvd Sw,Atlanta,Fulton,GA,30310,33.7381,-84.41649,2237.0,7442.0,7059.0,7715.0
JPMorgan Chase Bank,May Avenue and 37th Branch,10/02/1967,3724 North May Avenue,Oklahoma City,Oklahoma,OK,73112,35.50855,-97.56566,34283.0,36349.0,39838.0,41635.0
JPMorgan Chase Bank,Six Mile-Inkster Branch,09/10/1962,27275 West Six Mile Road,Redford,Wayne,MI,48240,42.41323,-83.31526,87707.0,82261.0,79693.0,84292.0
JPMorgan Chase Bank,Boca Raton Downtown Branch,09/28/1939,200 E. Palmetto Park Road,Boca Raton,Palm Beach,FL,33432,26.35047,-80.0829,62966.0,526935.0,293824.0,318896.0
JPMorgan Chase Bank,West Park Branch,01/01/1887,410 West Sanilac,Sandusky,Sanilac,MI,48471,43.42098,-82.84635,49668.0,47590.0,47388.0,52351.0
JPMorgan Chase Bank,Millbrae Branch,01/01/1919,10 South El Camino Real,Millbrae,San Mateo,CA,94030,37.59895,-122.38773,141639.0,149054.0,177620.0,190806.0
JPMorgan Chase Bank,Fort Bragg Branch,12/27/1988,120 East Alder St,Fort Bragg,Mendocino,CA,95437,39.44299,-123.80555,64179.0,59774.0,64926.0,64213.0
JPMorgan Chase Bank,Gateway St and Game Farm Rd Branch,07/01/2001,3545 Gateway St,Springfield,Lane,OR,97477,44.0852,-123.04181000000001,21536.0,22049.0,22719.0,20595.0
JPMorgan Chase Bank,Portola Valley Branch,07/01/1997,"3130 Alpine Road, Suite 170",Portola Valley,San Mateo,CA,94028,37.40121,-122.19261000000002,92897.0,98760.0,103791.0,99125.0
JPMorgan Chase Bank,Renton Highlands Finan Ctr Branc,01/05/2004,"4110 Ne 4th Street, Suite A",Renton,King,WA,98059,47.478770000000004,-122.16349,40292.0,43188.0,49752.0,51404.0
JPMorgan Chase Bank,Forest Hills Cascade Branch,08/26/1968,"4717 Cascade Road, S.E.",Grand Rapids,Kent,MI,49546,42.94599,-85.55296,48357.0,48692.0,49079.0,58599.0
JPMorgan Chase Bank,Las Colinas Branch,12/02/1908,460 East John Carpenter Freeway,Irving,Dallas,TX,75062,32.85852,-96.93256,81902.0,77753.0,85590.0,84116.0
JPMorgan Chase Bank,San Francisco Branch,12/14/1984,"560 Mission Street, Floor 12",San Francisco,San Francisco,CA,94105,37.78901,-122.39863000000001,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Astoria 30th Avenue Branch,06/19/1961,31-05 30th Avenue,Long Island City,Queens,NY,11102,40.7667,-73.92097,148276.0,155347.0,176789.0,206933.0
JPMorgan Chase Bank,Uptown Banking Center Branch,09/22/2004,1101 West Lawrence Avenue,Chicago,Cook,IL,60640,41.968999999999994,-87.65802,18196.0,21435.0,25386.0,28858.0
JPMorgan Chase Bank,Main Street Salinas Branch,01/01/1919,425 Main Street,Salinas,Monterey,CA,93901,36.67163,-121.65462,152872.0,159530.0,167314.0,178180.0
JPMorgan Chase Bank,Issaquah Branch,01/01/1907,1195 NW Gilman Blvd.,Issaquah,King,WA,98027,47.54565,-122.05733000000001,76479.0,85484.0,92546.0,102371.0
JPMorgan Chase Bank,Montclair Drive-In Branch,07/01/1997,19 North Fullerton Avenue,Montclair,Essex,NJ,7042,40.81478,-74.21706,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Ridge Griffith Branch,06/10/1974,1203 East Ridge Road,Griffith,Lake,IN,46319,41.549620000000004,-87.41429000000001,25721.0,24934.0,27613.0,28199.0
JPMorgan Chase Bank,West Highland Ave Branch,01/01/1889,315 West Highland Avenue,San Bernardino,San Bernardino,CA,92405,34.13596,-117.28997,77834.0,77516.0,78271.0,78790.0
JPMorgan Chase Bank,San Francisco - Fulton Branch,08/22/2005,1720 Fulton St,San Francisco,San Francisco,CA,94117,37.77603,-122.44516000000002,28148.0,31985.0,42019.0,51015.0
JPMorgan Chase Bank,Twelve Mile-Farmington Road Branch,04/03/1959,33200 West Twelve Mile Road,Farmington Hills,Oakland,MI,48334,42.49873,-83.37581,124253.0,132626.0,138138.0,156394.0
JPMorgan Chase Bank,Long Beach Circle Center Branch,07/01/2002,4571 Los Coyotes Diagonal,Long Beach,Los Angeles,CA,90815,33.79138,-118.14062,69494.0,75656.0,82970.0,93152.0
JPMorgan Chase Bank,Valley Fair Branch,01/01/1870,2127 South Memorial Drive,Appleton,Winnebago,WI,54915,44.24289,-88.41572,26675.0,27337.0,27643.0,30463.0
JPMorgan Chase Bank,Emeryville Branch,05/21/2007,5747 Christie Avenue,Emeryville,Alameda,CA,94608,37.83725,-122.29428,16773.0,25108.0,37989.0,37362.0
JPMorgan Chase Bank,Alondra Branch,12/18/2006,9054 Alondra Boulevard,Bellflower,Los Angeles,CA,90706,33.88922,-118.14113,14481.0,15877.0,19422.0,23018.0
