Institution Name,Branch Name,Established Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits
JPMorgan Chase Bank,Briarwood Branch,10/03/1973,105 Briarwood Circle,Ann Arbor,Washtenaw,MI,48108,42.242740000000005,-83.74889,84410.0,93442.0,105310.0,113045.0
JPMorgan Chase Bank,Baptist Rd and I 25 Branch,10/21/2008,785 W Baptist Rd,Colorado Springs,El Paso,CO,80921,39.05653,-104.81426,11892.0,16989.0,25971.0,32546.0
JPMorgan Chase Bank,Yorktown Heights Branch,07/19/1962,2035 Crompond Road,Yorktown Heights,Westchester,NY,10598,41.27755,-73.78445,111770.0,112707.0,115405.0,126959.0
JPMorgan Chase Bank,Holliswood Branch,05/24/1954,205-19 Hillside Avenue,Hollis,Queens,NY,11423,40.72077,-73.76014,135263.0,135889.0,135370.0,143989.0
JPMorgan Chase Bank,Englewood Branch,03/28/2004,55 West Palisades Avenue,Englewood,Bergen,NJ,7631,40.891729999999995,-73.97358,40229.0,37762.0,35798.0,41118.0
JPMorgan Chase Bank,Palomar Airport Branch,11/06/1981,2219 Palomar Airport Road,Carlsbad,San Diego,CA,92011,33.12563,-117.27496000000001,52120.0,55775.0,68558.0,79432.0
JPMorgan Chase Bank,Port Chester Midland Branch,05/08/1981,112 Midland Avenue,Port Chester,Westchester,NY,10573,40.99289,-73.66866999999999,28703.0,38888.0,36632.0,26811.0
JPMorgan Chase Bank,Crown Centre Plaza Branch,06/05/2000,2596 Enterprise Road,Orange City,Volusia,FL,32763,28.915090000000003,-81.29392,22923.0,26679.0,33989.0,45139.0
JPMorgan Chase Bank,Northside Branch,07/15/1963,1900 North 18th Street,Monroe,Ouachita,LA,71201,32.526720000000005,-92.11554,51119.0,51556.0,54051.0,70152.0
JPMorgan Chase Bank,Mount Shasta Branch,12/27/1988,168 Morgan Way,Mount Shasta,Siskiyou,CA,96067,41.31042,-122.3172,31608.0,29832.0,30559.0,30681.0
JPMorgan Chase Bank,Weatherford Branch,11/06/2008,225 East Interstate 20,Weatherford,Parker,TX,76086,32.73061,-97.78708,13776.0,19894.0,29467.0,39908.0
JPMorgan Chase Bank,Waynedale Branch,10/14/1955,2601 Lower Huntington Road,Fort Wayne,Allen,IN,46809,41.020270000000004,-85.17241999999999,50715.0,47414.0,51129.0,49701.0
JPMorgan Chase Bank,Taylor and May Banking Center Branch,10/27/2005,1130 West Taylor Street,Chicago,Cook,IL,60607,41.86946,-87.65552,19108.0,25570.0,32006.0,41760.0
JPMorgan Chase Bank,East Thousand Oaks Blvd Branch,01/01/1919,3960 E Thousandoaks Blvd,Westlake Village,Ventura,CA,91362,34.16192,-118.82486999999999,113787.0,123959.0,155231.0,172649.0
JPMorgan Chase Bank,Soho Branch,10/18/1954,525 Broadway,New York City,New York,NY,10012,40.7229,-73.99889,286082.0,320252.0,344141.0,385854.0
JPMorgan Chase Bank,Ocoee Branch,12/17/2001,1784 E Silver Star Rd,Ocoee,Orange,FL,34761,28.5738,-81.51562,39001.0,41307.0,52559.0,54099.0
JPMorgan Chase Bank,Hollywood West Branch,01/01/1919,8150 Sunset Blvd,Los Angeles,Los Angeles,CA,90046,34.09793,-118.367,145526.0,154627.0,171430.0,186171.0
JPMorgan Chase Bank,Western & Addison Branch,09/09/2004,3531 N Western Avenue,Chicago,Cook,IL,60618,41.94551,-87.68804,24154.0,27387.0,35489.0,43878.0
JPMorgan Chase Bank,Austin Downtown Sixth St Branch,05/28/1890,221 West 6th Street,Austin,Travis,TX,78701,30.26858,-97.74466,1165344.0,1663634.0,1741770.0,1681479.0
JPMorgan Chase Bank,Capital Plaza Branch,01/03/1961,5407 N I H 35,Austin,Travis,TX,78723,30.307579999999998,-97.68755,93126.0,96775.0,109794.0,111730.0
JPMorgan Chase Bank,Rancho San Diego East Branch,06/30/1989,2644 Jamacha Road,El Cajon,San Diego,CA,92019,32.74395,-116.93208999999999,131505.0,136089.0,149917.0,161245.0
JPMorgan Chase Bank,Terrytown Branch,01/01/1905,2320 Belle Chasse,Gretna,Jefferson,LA,70053,29.902479999999997,-90.04978,106296.0,114879.0,112443.0,139092.0
JPMorgan Chase Bank,Broad Ripple Branch,07/22/1925,706 Broad Ripple Avenue,Indianapolis,Marion,IN,46220,39.86974,-86.14541,73695.0,74732.0,81454.0,88596.0
JPMorgan Chase Bank,Miami - Brickell Bay Branch,07/01/2003,80 Sw 8th St Ste 100,Miami,Miami-Dade,FL,33130,25.76631,-80.19498,37009.0,49320.0,71600.0,91812.0
JPMorgan Chase Bank,Lake Worth Lake Ave Branch,08/10/1937,200 Lake Avenue,Lake Worth,Palm Beach,FL,33460,26.61573,-80.05074,42500.0,44622.0,56900.0,57432.0
JPMorgan Chase Bank,Bainbridge Branch,01/17/1970,3169 Bainbridge Avenue,Bronx,Bronx,NY,10467,40.87514,-73.87956,95881.0,97372.0,101001.0,106185.0
JPMorgan Chase Bank,Monterrey Branch,04/11/1977,2828 Monterrey Boulevard,Baton Rouge,East Baton Rouge,LA,70814,30.474359999999997,-91.08367,53088.0,53559.0,56069.0,62526.0
JPMorgan Chase Bank,Grove City East Branch,07/15/2008,4100 Buckeye Pkwy,Grove City,Franklin,OH,43123,39.87827,-83.03915,9903.0,11342.0,14377.0,17899.0
JPMorgan Chase Bank,Bridgeport Halsted Branch,12/07/2004,757 West 35th Street,Chicago,Cook,IL,60616,41.83078,-87.64577,15968.0,20934.0,28619.0,32954.0
JPMorgan Chase Bank,Traverse City Main Branch,03/09/1984,231 East State Street,Traverse City,Grand Traverse,MI,49684,44.76401,-85.61957,153408.0,158452.0,175355.0,201217.0
JPMorgan Chase Bank,Hillside Town Center Bnk Ctr Branc H,12/10/2009,40 North Mannheim Road,Hillside,Cook,IL,60162,41.86773,-87.88291,2279.0,6904.0,10978.0,17257.0
JPMorgan Chase Bank,Barstow Branch,01/01/1889,1291 East Main Street,Barstow,San Bernardino,CA,92311,34.89633,-117.00741000000001,71901.0,71657.0,70740.0,64425.0
JPMorgan Chase Bank,Roscoe Branch,12/18/1979,11440 Main St,Roscoe,Winnebago,IL,61073,42.42624,-89.01273,60352.0,62652.0,67453.0,74806.0
JPMorgan Chase Bank,Apopka Branch,01/01/1933,1 East Main Street,Apopka,Orange,FL,32703,28.673170000000002,-81.51131,35263.0,35236.0,36871.0,39804.0
JPMorgan Chase Bank,Butler Branch,02/17/1947,12701 West Hampton Avenue,Butler,Waukesha,WI,53007,43.1046,-88.06956,49281.0,48689.0,48674.0,52221.0
JPMorgan Chase Bank,Slaiughter Brodie Banking Ctr Branch,10/26/2009,3520 West Skaughter Lane,Austin,Travis,TX,78749,30.213340000000002,-97.8588,18767.0,19570.0,22401.0,25281.0
JPMorgan Chase Bank,International District Uwajimaya Brh,11/16/2000,"600 Fifth Avenue South, Suite 107",Seattle,King,WA,98104,47.5975,-122.32762,32850.0,34348.0,42971.0,46464.0
JPMorgan Chase Bank,Elm Road Branch,11/13/1998,3394 Elm Road Ne,Warren,Trumbull,OH,44484,41.265640000000005,-80.78282,45305.0,46321.0,49401.0,55753.0
JPMorgan Chase Bank,Twin Falls Fred Meyer Branch,01/07/1997,"705 Blue Lakes Boulevard North, Suite G",Twin Falls,Twin Falls,ID,83301,42.574259999999995,-114.46043999999999,14963.0,14930.0,15919.0,18004.0
JPMorgan Chase Bank,Firewheel Banking Center Branch,01/09/2006,4430 Lavon Drive,Garland,Dallas,TX,75040,32.9585,-96.61538,63730.0,68557.0,76651.0,84870.0
JPMorgan Chase Bank,Homewood Banking Center Branch,08/16/2006,18301 Dixie Highway,Homewood,Cook,IL,60430,41.55689,-87.6653,24052.0,28154.0,38431.0,47570.0
JPMorgan Chase Bank,New Canaan Drive-In Branch,05/18/1974,21 East Avenue,New Canaan,Fairfield,CT,6840,41.14763,-73.49226999999999,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Westgae and William Cannon Branch,06/30/1985,6800 Westgate Boulevard #111,Austin,Travis,TX,78745,30.208840000000002,-97.81448,46239.0,45858.0,47182.0,51817.0
JPMorgan Chase Bank,St. Marys Spring Street Branch,08/03/1970,125 West Spring Street,St. Marys,Auglaize,OH,45885,40.54287,-84.3885,24011.0,24863.0,29611.0,36797.0
JPMorgan Chase Bank,Yonkers Getty Square Branch,07/31/1947,47 South Broadway,Yonkers,Westchester,NY,10701,40.93225,-73.89905,32224.0,31681.0,32166.0,33354.0
JPMorgan Chase Bank,Southwest and Vickery Branch,08/26/2009,6700 W Vickery,Fort Worth,Tarrant,TX,76116,32.704840000000004,-97.42363,3098.0,5785.0,8950.0,10138.0
JPMorgan Chase Bank,West Babylon Branch,06/30/2008,523 West Montauk Highway,West Babylon,Suffolk,NY,11704,40.68817,-73.34038000000001,41363.0,49908.0,52459.0,55237.0
JPMorgan Chase Bank,Central Midwest City Branch,12/03/1979,301 North Midwest Boulevard,Midwest City,Oklahoma,OK,73110,35.4668,-97.38857,23318.0,24363.0,27656.0,28876.0
JPMorgan Chase Bank,Essex Street Branch,02/20/1971,370 Essex Street,Lodi,Bergen,NJ,7644,40.88738,-74.06524,35359.0,35260.0,42135.0,46031.0
JPMorgan Chase Bank,Mission Bend Branch,02/09/1981,6701 Highway 6 South,Houston,Harris,TX,77083,29.705809999999996,-95.64399999999999,54970.0,57681.0,59590.0,68529.0
JPMorgan Chase Bank,Sandy South Towne Branch,01/27/1987,10620 South State Street,Sandy,Salt Lake,UT,84070,40.55833,-111.89084,54381.0,43697.0,48596.0,59382.0
JPMorgan Chase Bank,Downers Grove Ogden Branch,04/26/1974,1200 Ogden Avenue,Downers Grove,DuPage,IL,60515,41.808609999999994,-88.01473,171616.0,182272.0,214943.0,243364.0
JPMorgan Chase Bank,West Illinois Branch,09/25/2008,3730 W Illinois Ave,Dallas,Dallas,TX,75211,32.72023,-96.88204,3084.0,4973.0,8104.0,11023.0
JPMorgan Chase Bank,Woodhaven Branch,01/01/1800,84-01 Jamaica Avenue,Woodhaven,Queens,NY,11421,40.69252,-73.8598,75436.0,79859.0,78226.0,87644.0
JPMorgan Chase Bank,Vancouver Mall Branch,01/01/1892,8203 Ne Vancouver Mall Dr,Vancouver,Clark,WA,98662,45.65825,-122.58798,38076.0,39777.0,40347.0,40840.0
JPMorgan Chase Bank,Lakewood Branch,01/01/1889,5059 Lakewood Boulevard,Lakewood,Los Angeles,CA,90712,33.85011,-118.14263999999999,166535.0,168398.0,171431.0,169544.0
JPMorgan Chase Bank,Forest Hills 108th St Branch,09/25/2008,6363 108th St,Forest Hills,Queens,NY,11375,40.73345,-73.84979,16793.0,19004.0,28240.0,40577.0
JPMorgan Chase Bank,Gresham Branch,01/01/1907,2053 East Burnside,Gresham,Multnomah,OR,97030,45.51285,-122.43031,69711.0,64688.0,63593.0,62225.0
JPMorgan Chase Bank,Steubenville Branch,01/01/1996,401 Market Street,Steubenville,Jefferson,OH,43952,40.36006,-80.6151,38113.0,38160.0,43501.0,38274.0
JPMorgan Chase Bank,Somerstown Center Branch,03/09/1974,265 US 202,Somers,Westchester,NY,10589,41.328,-73.68663000000001,62473.0,73537.0,80497.0,91663.0
JPMorgan Chase Bank,Aliso Branch,12/09/1999,26821 Aliso Creek Road,Aliso Viejo,Orange,CA,92656,33.57452,-117.7235,89447.0,102337.0,124302.0,140566.0
JPMorgan Chase Bank,Southern Hills Shreveport Branch,03/12/1976,9096 Mansfield Road,Shreveport,Caddo,LA,71118,32.40701,-93.79974,53581.0,57345.0,60005.0,61571.0
JPMorgan Chase Bank,Fairfield Branch,06/30/1985,5200 Pleasant Avenue,Fairfield,Butler,OH,45014,39.33804,-84.56011,28257.0,29856.0,33295.0,35413.0
JPMorgan Chase Bank,Portage Branch,06/09/1980,2109 West Centre Avenue,Portage,Kalamazoo,MI,49024,42.201029999999996,-85.61456,41032.0,39677.0,43612.0,49085.0
JPMorgan Chase Bank,Whiting Branch,05/03/1957,1449 119th Street,Whiting,Lake,IN,46394,41.679429999999996,-87.49401,27855.0,29607.0,32570.0,35332.0
JPMorgan Chase Bank,Poplar Level Road Branch,01/06/1975,4038 Poplar Level Road,Louisville,Jefferson,KY,40213,38.20091,-85.7094,30964.0,31102.0,35746.0,37015.0
JPMorgan Chase Bank,West Eugene Branch,06/30/1986,"3333 W 11th Ave, #g",Eugene,Lane,OR,97402,44.04806,-123.14268999999999,34223.0,31725.0,32567.0,31770.0
JPMorgan Chase Bank,Broadway and Hamilton Branch,01/01/1889,2300 Broadway Street,Redwood City,San Mateo,CA,94063,37.48645,-122.23061000000001,97740.0,98731.0,112261.0,120980.0
JPMorgan Chase Bank,Sunset Ave and Merganser Branch,12/27/2007,"278 Sunset Avenue, Suite B",Suisun City,Solano,CA,94585,38.2462,-122.02046999999999,9352.0,11309.0,12400.0,15069.0
JPMorgan Chase Bank,Sunbury Branch,01/01/1887,45 E Granville Street,Sunbury,Delaware,OH,43074,40.241820000000004,-82.85853,25125.0,26610.0,31556.0,30835.0
JPMorgan Chase Bank,San Bruno Branch,12/27/1988,1200 El Camino Real,San Bruno,San Mateo,CA,94066,37.637370000000004,-122.42153,174816.0,182610.0,197554.0,209024.0
JPMorgan Chase Bank,Bonnabel Branch,06/30/1988,1400 Veterans Boulevard,Metairie,Jefferson,LA,70005,30.00165,-90.13825,84077.0,83686.0,83909.0,84903.0
JPMorgan Chase Bank,Placerville Branch,01/01/1924,3980 Missouri Flat Road,Placerville,El Dorado,CA,95667,38.71213,-120.84091000000001,61300.0,60437.0,60189.0,59302.0
JPMorgan Chase Bank,Yucaipa Branch,01/01/1889,34318 Yucaipa Boulevard,Yucaipa,San Bernardino,CA,92399,34.03385,-117.05583,88947.0,92303.0,96984.0,100111.0
JPMorgan Chase Bank,Trails Center Branch,09/25/2008,"1990 Village Center Cir, Ste 7-8",Las Vegas,Clark,NV,89134,36.19173,-115.30476000000002,27995.0,32364.0,40614.0,46097.0
JPMorgan Chase Bank,Thomas and 24th Street Branch,12/20/1954,3001 North 24th Street,Phoenix,Maricopa,AZ,85016,33.482479999999995,-112.0302,63619.0,58866.0,52485.0,50692.0
JPMorgan Chase Bank,Buckeye And16th Street Branch,09/14/1964,1528 East Buckeye Road,Phoenix,Maricopa,AZ,85034,33.43687,-112.04876999999999,28297.0,27775.0,26569.0,27648.0
JPMorgan Chase Bank,Godwin Avenue Branch,08/19/1964,67 Godwin Avenue,Ridgewood,Bergen,NJ,7450,40.978790000000004,-74.12363,12875.0,39741.0,57107.0,62745.0
JPMorgan Chase Bank,Huntington 70th Street Branch,08/01/1980,5959 West 70th Street,Shreveport,Caddo,LA,71129,32.44209,-93.85708000000001,37911.0,38574.0,45549.0,43206.0
JPMorgan Chase Bank,Upper Sandusky Branch,01/01/1889,335 North Sandusky Avenue,Upper Sandusky,Wyandot,OH,43351,40.830729999999996,-83.28129,38004.0,38273.0,37452.0,35006.0
JPMorgan Chase Bank,Bellaire and Synott Branch,12/18/2006,13070 Bellaire Blvd,Houston,Harris,TX,77072,29.703590000000002,-95.61267,15713.0,20606.0,25974.0,31676.0
JPMorgan Chase Bank,Hillsboro Branch,06/12/1996,"6495 Se Tualatin Valley Hwy, Ste A ,",Hillsboro,Washington,OR,97123,45.49878,-122.91473,33851.0,35875.0,35561.0,34662.0
JPMorgan Chase Bank,Southwest Tower Branch,08/15/1964,4245 Kemp Boulevard,Wichita Falls,Wichita,TX,76308,33.866279999999996,-98.53582,199025.0,189266.0,208832.0,219647.0
JPMorgan Chase Bank,Elliot and Kyrene Banking Center Branch,10/28/2004,"315 West Elliot Road, Suite 101",Tempe,Maricopa,AZ,85284,33.34908,-111.94306999999999,24075.0,24917.0,30956.0,37101.0
JPMorgan Chase Bank,Newcastle Branch,06/19/1995,13033 Southeast 69th Way,Newcastle,King,WA,98056,47.512240000000006,-122.18866000000001,57403.0,62667.0,71214.0,77098.0
JPMorgan Chase Bank,South Eugene Branch,10/06/2003,2840 Willamette St.,Eugene,Lane,OR,97405,44.02769,-123.09071999999999,15920.0,17282.0,17591.0,21112.0
JPMorgan Chase Bank,Union Square Branch,10/08/2007,230 Park Avenue South,New York City,New York,NY,10003,40.73778,-73.9883,446670.0,461807.0,566540.0,681286.0
JPMorgan Chase Bank,Post and 21 Street Branch,03/01/1963,8910 East 21st Street,Indianapolis,Marion,IN,46219,39.79667,-86.01106999999999,33517.0,34365.0,40851.0,40908.0
JPMorgan Chase Bank,Warren-Silvery Lane Branch,09/29/1958,24950 West Warren Avenue,Dearborn Heights,Wayne,MI,48127,42.34127,-83.2826,83790.0,83962.0,83850.0,86844.0
JPMorgan Chase Bank,Forsythe Branch,11/29/1982,2211 Forsythe Avenue,Monroe,Ouachita,LA,71201,32.53516,-92.1076,37122.0,37728.0,37908.0,41658.0
JPMorgan Chase Bank,St George Santa Clara Sunset Branch,06/16/2009,1999 W Sunset Blvd,Saint George,Washington,UT,84770,37.123490000000004,-113.62711000000002,5129.0,12078.0,14580.0,16464.0
JPMorgan Chase Bank,West Bay Shore Branch,04/04/1968,840 Sunrise Highway,Bay Shore,Suffolk,NY,11706,40.72923,-73.27809,138095.0,137232.0,144709.0,158294.0
JPMorgan Chase Bank,Harrison Branch,03/04/1985,4425 Harrison Avenue,Rockford,Winnebago,IL,61108,42.23812,-89.03018,42070.0,44986.0,44026.0,47946.0
JPMorgan Chase Bank,Columbus & 76th St. Bkg. Ctr. Branch,12/28/2005,335 Columbus Avenue,New York City,New York,NY,10023,40.77982,-73.97695,89091.0,82025.0,79668.0,92889.0
JPMorgan Chase Bank,Alief Branch,01/01/1889,10850 Bellaire Boulevard,Houston,Harris,TX,77072,29.704,-95.57083,76171.0,82480.0,96438.0,106723.0
JPMorgan Chase Bank,West Judge Perez Branch,05/01/1991,9109 West Judge Perez Drive,Chalmette,St. Bernard,LA,70043,29.95141,-89.97354,122732.0,117688.0,110998.0,117273.0
JPMorgan Chase Bank,Airline Branch,08/29/1958,5207 Airline Drive,Houston,Harris,TX,77022,29.84238,-95.38446,159938.0,160526.0,172907.0,182475.0
JPMorgan Chase Bank,Ruston Main Branch,07/07/1890,400 North Trenton Street,Ruston,Lincoln,LA,71270,32.53246,-92.63897,66769.0,71393.0,73716.0,63282.0
JPMorgan Chase Bank,Short Hills Branch,12/23/1963,800 Morris Turnpike,Short Hills,Essex,NJ,7078,40.72156,-74.3348,202419.0,211621.0,209057.0,231591.0
JPMorgan Chase Bank,Ashland Road Branch,06/19/1978,800 Ashland Road,Mansfield,Richland,OH,44905,40.770540000000004,-82.48562,18989.0,21127.0,22788.0,23144.0
JPMorgan Chase Bank,Booneville and Hwy 6 Branch,05/20/2009,2335 Booneville Rd,Bryan,Brazos,TX,77808,30.80323,-96.30564,7484.0,10695.0,17874.0,23738.0
JPMorgan Chase Bank,Massapequa Branch,01/01/1923,4210 Sunrise Highway,Massapequa,Nassau,NY,11758,40.67532,-73.47639000000001,99789.0,94405.0,89926.0,93709.0
JPMorgan Chase Bank,Bell Road & Cotton Lane Banking Center Branch,04/23/2007,17073 West Bell Road,Surprise,Maricopa,AZ,85374,33.638740000000006,-112.42612,44208.0,47874.0,49804.0,56368.0
JPMorgan Chase Bank,Coit and Park Branch,10/15/1980,4001 W Park Blvd,Plano,Collin,TX,75093,33.02685,-96.77054,147965.0,150629.0,153381.0,144223.0
JPMorgan Chase Bank,Elgin Branch,07/20/1996,24 East Chicago Street,Elgin,Kane,IL,60120,42.037259999999996,-88.28477,51460.0,51511.0,53444.0,54933.0
JPMorgan Chase Bank,Strongbow Centre Branch,06/10/1991,2200 East Morthland Drive,Valparaiso,Porter,IN,46383,41.45988,-87.03634,21672.0,24179.0,28087.0,33158.0
JPMorgan Chase Bank,Corona Ontario Ave & Main St Branch,09/13/2004,140 West Ontario Ave,Corona,Riverside,CA,92882,33.85665,-117.57212,58499.0,68171.0,75255.0,79219.0
JPMorgan Chase Bank,Northpoint & Route 120 Bkg Ctr Branc,09/19/2007,3950 Fountain Square Place,Waukegan,Lake,IL,60085,42.34445,-87.90086,16167.0,22022.0,30916.0,38023.0
JPMorgan Chase Bank,Fondren Banking Branch,03/26/1974,8515 Fondren Road,Houston,Harris,TX,77074,29.6864,-95.50869,60585.0,62493.0,63889.0,67689.0
JPMorgan Chase Bank,Meridian and 146th Branch,08/12/1991,14801 Thatcher Ln,Carmel,Hamilton,IN,46032,40.003409999999995,-86.12692,72381.0,82379.0,90746.0,97883.0
JPMorgan Chase Bank,Shenandoah Branch,05/16/1977,6170 Jones Creek Road,Baton Rouge,East Baton Rouge,LA,70817,30.39665,-91.0177,43897.0,43457.0,47956.0,54836.0
JPMorgan Chase Bank,Buhre Avenue Branch,08/28/2006,3008 Buhre Avenue,Bronx,Bronx,NY,10461,40.847229999999996,-73.83143000000001,12781.0,15274.0,17618.0,22959.0
JPMorgan Chase Bank,Fort Junction Branch,03/24/1933,5460 West Fort Street,Detroit,Wayne,MI,48209,42.31025,-83.09489,28911.0,30498.0,31274.0,30132.0
JPMorgan Chase Bank,North Broadway and Sheridan Branch,07/30/2004,4356 N Broadway Road,Chicago,Cook,IL,60613,41.961259999999996,-87.65488,7133.0,8479.0,10987.0,13208.0
JPMorgan Chase Bank,Rye Ridge Branch,11/06/1961,150 South Ridge Street,Rye Brook,Westchester,NY,10573,41.00195,-73.68101999999999,117720.0,122457.0,156327.0,177839.0
JPMorgan Chase Bank,Route 59 Branch,12/16/1961,123 East Route 59,Nanuet,Rockland,NY,10954,41.0948,-74.00579,37626.0,41376.0,48482.0,53578.0
JPMorgan Chase Bank,Hammocks Branch,06/30/1988,15225 S.W. 104 Street,Miami,Miami-Dade,FL,33196,25.67006,-80.44232,49600.0,55079.0,66332.0,72224.0
JPMorgan Chase Bank,Amityville Drive-In Branch,06/30/1998,4 John Street,Amityville,Suffolk,NY,11701,40.679,-73.41965,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Buckingham Village Branch,05/01/2003,1627 S. Havana Street,Aurora,Arapahoe,CO,80012,39.68688,-104.86595,23408.0,28845.0,33415.0,38552.0
JPMorgan Chase Bank,Aston Gardens Banking Center Branch,05/23/2003,1000 Aston Gardens Drive,Venice,Sarasota,FL,34292,27.0946,-82.41563000000001,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Chevy Chase Branch,06/04/1953,727 Euclid Avenue,Lexington,Fayette,KY,40502,38.03069,-84.49174000000001,33870.0,37320.0,40360.0,44109.0
JPMorgan Chase Bank,Brookhurst and Ball Rd Branch,09/25/2008,910 S Brookhurst St,Anaheim,Orange,CA,92804,33.81989,-117.95891999999999,81704.0,82568.0,97682.0,104946.0
JPMorgan Chase Bank,Clark and Gregory Branch,01/20/2004,5531 N Clark Street,Chicago,Cook,IL,60640,41.982620000000004,-87.6686,15354.0,18882.0,21694.0,25096.0
JPMorgan Chase Bank,Motor Bank Facility Branch,12/17/1979,2101 Pearl,Dallas,Dallas,TX,75201,32.78733,-96.79904,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Shadyside Branch,05/02/1953,4001 Central Avenue,Shadyside,Belmont,OH,43947,39.9739,-80.74627,17934.0,16629.0,20000.0,20227.0
JPMorgan Chase Bank,Shady Oaks Branch,04/08/1991,500 North Shady Oaks Drive,Elgin,Cook,IL,60120,42.04652,-88.25159000000001,69211.0,73577.0,82045.0,86629.0
JPMorgan Chase Bank,Yorktown Commerce St Branch,07/10/1953,2002 Commerce Street,Yorktown Heights,Westchester,NY,10598,41.28394,-73.79648,69523.0,80408.0,86815.0,106875.0
JPMorgan Chase Bank,Hunts Point Branch,04/05/1971,1355 Oak Point Avenue,Bronx,Bronx,NY,10474,40.81068,-73.88309,29761.0,35522.0,35239.0,42160.0
JPMorgan Chase Bank,Smithtown Branch,01/12/1956,42 West Main Street,Smithtown,Suffolk,NY,11787,40.85479,-73.19593,185851.0,190827.0,197592.0,220513.0
JPMorgan Chase Bank,Marketplace W Shaw Ave Branch,12/06/2004,3751 W Shaw Avenue,Fresno,Fresno,CA,93711,36.80809,-119.86048999999998,17128.0,23487.0,24189.0,24618.0
JPMorgan Chase Bank,Janss and Moorpark Branch,03/03/2003,1678 Moorpark Rd,Thousand Oaks,Ventura,CA,91360,34.200390000000006,-118.86816,73132.0,73104.0,90470.0,89553.0
JPMorgan Chase Bank,Peekskill Branch,08/01/1955,1025 Brown Street,Peekskill,Westchester,NY,10566,41.28994,-73.91881,65658.0,73748.0,78620.0,88265.0
JPMorgan Chase Bank,Eastwind Center Branch,09/25/2008,"2165 E Windmill Ln, Ste 100",Las Vegas,Clark,NV,89123,36.04228,-115.12183,31247.0,34093.0,34774.0,37504.0
JPMorgan Chase Bank,Division Branch,01/01/1923,14700 Se Division St,Portland,Multnomah,OR,97236,45.5042,-122.51223,42255.0,40311.0,43965.0,42691.0
JPMorgan Chase Bank,Rockaway Branch,05/29/1973,16 Green Pond Road,Rockaway,Morris,NJ,7866,40.91236,-74.50108,43172.0,48913.0,57224.0,59854.0
JPMorgan Chase Bank,Bethany Home and 67th Av Frys Branch,06/30/1989,6710 West Bethany Home Road,Glendale,Maricopa,AZ,85303,33.52387,-112.20421999999999,6827.0,8286.0,9237.0,10242.0
JPMorgan Chase Bank,Morgan Stanley Corp Cashier Branch,07/01/1997,1585 Broadway,New York City,New York,NY,10036,40.75993,-73.98489000000001,0.0,0.0,0.0,0.0
JPMorgan Chase Bank,Laauderdale Lakes Branch,07/01/1934,4820 W. Oakland Park Boulevard,Lauderdale Lakes,Broward,FL,33313,26.16468,-80.21356999999999,38257.0,37458.0,39239.0,41911.0
JPMorgan Chase Bank,Grand and Franklin Bkg. Ctr. Branch,12/22/2005,230 West Grand Avenue,Chicago,Cook,IL,60654,41.89156,-87.63541,44184.0,62387.0,73042.0,95745.0
JPMorgan Chase Bank,Wilton Center Branch,09/09/1978,33 Old Ridgefield Road,Wilton,Fairfield,CT,6897,41.19454,-73.43425,240293.0,203817.0,205715.0,198059.0
JPMorgan Chase Bank,White Center Branch,09/07/1956,1616 S.W. 100th Street,Seattle,King,WA,98146,47.51377,-122.3554,48219.0,48338.0,48639.0,43330.0
JPMorgan Chase Bank,Jeffery Manor Branch,02/28/2000,1910 East 95th Street,Chicago,Cook,IL,60617,41.72248,-87.57763,25310.0,28243.0,30573.0,53948.0
JPMorgan Chase Bank,Wyckoff Branch,11/09/1970,525 Cedar Hill Avenue,Wyckoff,Bergen,NJ,7481,40.98579,-74.1686,141709.0,167634.0,167578.0,184062.0
JPMorgan Chase Bank,Veterans Branch,02/21/1989,3783 Veterans Boulevard,Metairie,Jefferson,LA,70002,30.004340000000003,-90.16790999999999,217767.0,213761.0,224338.0,233660.0
JPMorgan Chase Bank,Dublin Corners Branch,12/12/2005,4520 Dublin Blvd.,Dublin,Alameda,CA,94568,37.705529999999996,-121.87893000000001,33550.0,42377.0,52354.0,59517.0
JPMorgan Chase Bank,Barboursville Branch,09/30/1974,"6327 Route 60, East",Barboursville,Cabell,WV,25504,38.41364,-82.30615,55482.0,56516.0,63490.0,69940.0
JPMorgan Chase Bank,Beecher Heights Branch,01/10/1955,G-5491 North Saginaw Street,Flint,Genesee,MI,48505,43.07837,-83.69417,21000.0,18464.0,19091.0,18289.0
JPMorgan Chase Bank,LA Brea Branch,01/01/1889,449 North LA Brea Avenue,Los Angeles,Los Angeles,CA,90036,34.07963,-118.34405,90579.0,93354.0,99492.0,108298.0
JPMorgan Chase Bank,West Flushing Branch,06/23/2010,35-36 154th St,Flushing,Queens,NY,11354,40.76853,-73.82717,1310.0,17608.0,32154.0,50149.0
JPMorgan Chase Bank,Rochester Small Bus Lending Branch,04/10/1991,2300 Buffalo Road,Rochester,Monroe,NY,14624,43.14651,-77.71356999999999,0.0,0.0,0.0,0.0
